joined,kind,link,location,market,name,,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following
7/1/2017,Startup,https://angel.co/company/machinations,Luxembourg,Games,Machinations,,150000,Nov-50,Seed,machinations.io,2.457534247,61036.7893,0,0,25,0,0
9/1/2013,Startup,https://angel.co/company/madprops,New York City,Fantasy Sports,MadProps,,20000,10-Jan,Seed,Website,6.290410959,3179.442509,0,0,5,0,0
5/1/2015,Startup,https://angel.co/company/madefire-1,Berkeley,Comics,Madefire,,6700000,Nov-50,Series A,madefire.com,4.62739726,1447898.165,1,0,25,0,0
3/1/2013,Startup,https://angel.co/company/maestrano,Sydney,Data Integration,Maestrano,,8777000,Nov-50,Series A,maestrano.com,6.794520548,1291776.21,1,0,25,2140,355
5/1/2015,Startup,https://angel.co/company/maestroconference,Oakland,Events,MaestroConference,,1600000,10-Jan,Seed,maestroconference.com,4.62739726,345766.7259,0,0,5,1965,1764
10/1/2014,Startup,https://angel.co/company/magency-digital,Paris,Events,Magency Digital,,3300000,Nov-50,Series A,magencydigital.com,5.208219178,633613.8874,1,0,25,0,0
5/1/2015,Startup,https://angel.co/company/magicprice,Tokyo,Hotels,MagicPrice,,200000,10-Jan,Seed,sora.flights,4.62739726,43220.84073,0,0,5,0,0
9/1/2014,Startup,https://angel.co/company/magisterion,Moscow,Mobile Games,Magisterion,,15000,Nov-50,Seed,magisterion.com,5.290410959,2835.318488,0,0,25,0,0
10/1/2015,Startup,https://angel.co/company/mahmee,Los Angeles,Women-Focused,Mahmee,,4005000,Nov-50,Seed,mahmee.com,4.208219178,951708.9844,1,0,25,1150,308
10/1/2014,Startup,https://angel.co/company/maintenel-automation,Riga,Industrial Automation,Maintenel Automation,,249750,10-Jan,Seed,maintenel.com,5.208219178,47953.05103,0,0,5,0,2
3/1/2011,Startup,https://angel.co/company/maison-academia,Rome,Crowdsourcing,Maison Academia,,650000,10-Jan,Seed,maisonacademia.com,8.797260274,73886.63968,0,0,5,392,384
11/1/2013,Startup,https://angel.co/company/makeena,Boulder,Mobile Commerce,Makeena,,76455,Nov-50,Seed,makeena.com,6.123287671,12485.9396,0,0,25,3093,3564
4/1/2013,Startup,https://angel.co/company/makerble,London,Comparison Shopping,Makerble,,39300,10-Jan,Seed,makerble.com,6.709589041,5857.288689,0,0,5,503,1071
12/1/2012,Startup,https://angel.co/company/malang-studio,Seoul,Mobile Games,Malang Studio,,200000,Nov-50,Seed,malangstudio.com,7.04109589,28404.66926,0,0,25,0,0
5/1/2013,Startup,https://angel.co/company/mallzee,London,Fashion Tech,Mallzee,,6646940,Nov-50,Series A,mallzee.com,6.62739726,1002948.78,1,0,25,19300,8451
7/1/2014,Startup,https://angel.co/company/mancrates,San Mateo,Mobile Commerce,Man Crates,,3100000,10-Jan,Seed,mancrates.com,5.460273973,567737.0798,1,0,5,4250,1600
2/1/2016,Startup,https://angel.co/company/fariaedu,Taipei,K-12 Education,ManageBac,,30000000,51-200,Series A,managebac.com,3.871232877,7749469.214,1,1,125,2507,454
11/1/2013,Startup,https://angel.co/company/mandoyo,New York City,Small and Medium Businesses,Mandoyo,,400000,10-Jan,Seed,mandoyo.com,6.123287671,65324.38479,0,0,5,0,0
3/1/2016,Startup,https://angel.co/company/manychat,San Francisco,Messaging,ManyChat,,125000,51-200,Seed,manychat.com,3.791780822,32966.04046,0,0,125,0,0
2/1/2013,Startup,https://angel.co/company/map-jam,San Francisco,Maps,MapJam,,1720000,10-Jan,Seed,mapjam.com,6.871232877,250318.9793,0,0,5,0,0
3/1/2014,Startup,https://angel.co/company/mapistry,Berkeley,Water,Mapistry,,2500000,Nov-50,Seed,mapistry.com,5.794520548,431442.0804,1,0,25,624,506
5/1/2013,Startup,https://angel.co/company/marcopolo-learning,Frankfurt,Educational Games,MarcoPolo Learning,,2400000,Nov-50,Seed,gomarcopolo.com,6.62739726,362133.1129,1,0,25,0,10
2/1/2014,Startup,https://angel.co/company/markabaty,"Jordan, JO",Mobile Advertising,Markabaty,,20000,10-Jan,Seed,markabaty.com,5.871232877,3406.439571,0,0,5,446,1195
9/1/2014,Startup,https://angel.co/company/marketcloud,Bologna,Developer APIs,Marketcloud,,25000,10-Jan,Seed,marketcloud.it,5.290410959,4725.530813,0,0,5,432,447
4/1/2013,Startup,https://angel.co/company/marvel,London,Web Design,Marvel,,7915000,Nov-50,Series A,marvelapp.com,6.709589041,1179654.961,1,0,25,35700,594
8/1/2013,Startup,https://angel.co/company/mashmetv,Madrid,Video Chat,MashMeTV,,665000,10-Jan,Seed,mashme.tv,6.375342466,104308.122,0,0,5,1454,811
1/1/2013,Startup,https://angel.co/company/matchbox,Boston,Productivity Software,Matchbox,,2500000,-,Seed,matchbox.net,6.956164384,359393.462,1,0,,3,6
3/1/2014,Startup,https://angel.co/company/matchmade,Helsinki,Advertising Platforms,Matchmade,,7830000,Nov-50,Series A,matchmade.tv,5.794520548,1351276.596,1,0,25,683,1617
6/1/2015,Startup,https://angel.co/company/mathcloud,New York City,K-12 Education,MathCloud,,2210000,51-200,Seed,mathcloud.net,4.542465753,486519.9035,1,0,125,0,0
2/1/2014,Startup,https://angel.co/company/matterway,Berlin,SaaS,Matterway,,3400000,Nov-50,Seed,matterway.io,5.871232877,579094.727,1,0,25,56,2
7/1/2013,Startup,https://angel.co/company/maverix-biomics,San Mateo,Bioinformatics,Maverix Biomics,,7350000,10-Jan,Series A,maverixbio.com,6.460273973,1137722.646,1,0,5,2343,177
1/1/2013,Startup,https://angel.co/company/mavizon,Dallas,Social Media Platforms,Mavizon,,4000000,10-Jan,Seed,mymavia.com,6.956164384,575029.5392,1,0,5,102,42
7/1/2013,Startup,https://angel.co/company/mazree,Salt Lake City,Supply Chain Management,Mazree,,480000,10-Jan,Seed,mazree.com,6.460273973,74300.25445,0,0,5,951,2945
5/1/2013,Startup,https://angel.co/company/measurabl,San Diego,Sustainability,Measurabl,,2050000,Nov-50,Seed,measurabl.com,6.62739726,309322.0339,1,0,25,1230,507
11/1/2012,Startup,https://angel.co/company/mebelkart-1,Bengaluru,Technology,Mebelkart,,20000000,51-200,Series A,mebelkart.com,7.123287671,2807692.308,1,1,125,636,428
10/1/2012,Startup,https://angel.co/company/mecenato,Singapore,Crowdsourcing,Mecenato,,40000,10-Jan,Seed,mecenato.co,7.208219178,5549.220829,0,0,5,218,962
9/1/2014,Startup,https://angel.co/company/medpac-technologies,New Albany,Hospitals,MedPAC Technologies,,100000,10-Jan,Seed,medpactech.com,5.290410959,18902.12325,0,0,5,22,46
7/1/2015,Startup,https://angel.co/company/medstack,Toronto,Application Platforms,MedStack,,1800000,Nov-50,Seed,medstack.co,4.460273973,403562.6536,0,0,25,1067,670
4/1/2013,Startup,https://angel.co/company/mediaday-icue-network,Dallas,Digital Media,MediaDay/ iCue Network,,600000,10-Jan,Seed,iCueNetwork.com,6.709589041,89424.2548,0,0,5,264,1408
9/1/2013,Startup,https://angel.co/company/medicsana-com,Austin,Doctors,MedicSana.com,,500000,10-Jan,Seed,medicsana.com,6.290410959,79486.06272,0,0,5,0,0
7/1/2016,Startup,https://angel.co/company/medical-memory,Phoenix,Startups,Medical Memory,,2100000,10-Jan,Seed,themedicalmemory.com,3.457534247,607369.2552,1,0,5,710,3164
10/1/2014,Startup,https://angel.co/company/medigo,Berlin,Hospitals,Medigo,,9300000,51-200,Seed,medigo.com,5.208219178,1785639.137,1,0,125,1920,623
6/1/2012,Startup,https://angel.co/company/medisafe,Boston,mHealth,Medisafe,,7000000,Nov-50,Series A,medisafe.com,7.542465753,928078.4599,1,0,25,2586,1176
10/1/2012,Startup,https://angel.co/company/medko,San Francisco,Doctors,Medko,,250000,10-Jan,Seed,medkohealth.com,7.208219178,34682.63018,0,0,5,972,1913
5/1/2012,Startup,https://angel.co/company/medlert-3,San Francisco,Mobile Health,Medlert,,1275400,10-Jan,Seed,medlert.com,7.62739726,167213.0029,0,0,5,1215,1158
2/1/2013,Startup,https://angel.co/company/medlio,Durham,Mobile Payments,Medlio,,250000,10-Jan,Seed,medl.io,6.871232877,36383.57257,0,0,5,859,1068
7/1/2013,Startup,https://angel.co/company/meducation,Birmingham,Technology,Meducation,,1000000,10-Jan,Seed,meducation.net,6.460273973,154792.1968,0,0,5,5892,23
3/1/2011,Startup,https://angel.co/company/meegenius,New York City,Kids,MeeGenius,,2400000,Nov-50,Series A,meegenius.com,8.797260274,272812.208,1,0,25,2030,2428
2/1/2015,Startup,https://angel.co/company/cariboo-1,Paris,Tourism,Meetrip-Cariboo,,770000,10-Jan,Seed,cariboo.co,4.871232877,158070.8661,0,0,5,0,0
9/1/2015,Startup,https://angel.co/company/megaparticle,San Francisco,Online Gaming,Mega Particle,,1050000,Nov-50,Seed,blog.casino-vr.com,4.290410959,244731.8008,0,0,25,1,1
8/1/2013,Startup,https://angel.co/company/meludia,Paris,Music Education,Meludia,,888350,Nov-50,Seed,meludia.com,6.375342466,139341.5342,0,0,25,1280,516
5/1/2013,Startup,https://angel.co/company/memoir,New York City,Mobile,Memoir,,6700000,10-Jan,Series A,yourmemoir.com,6.62739726,1010954.94,1,0,5,2650,5766
10/1/2016,Startup,https://angel.co/company/merit,Montevideo Department,Human Resources,Merit,,40000,10-Jan,Seed,merithr.co,3.205479452,12478.63248,0,0,5,0,0
4/1/2012,Startup,https://angel.co/company/metacell,-,Bioinformatics,MetaCell,,100000,10-Jan,Seed,metacell.us,7.709589041,12970.85999,0,0,5,2303,365
1/1/2012,Startup,https://angel.co/company/metalcompass,Haifa,Consumer Electronics,MetalCompass,,500000,10-Jan,Seed,metalcompass.com,7.95890411,62822.71945,0,0,5,37,70
12/1/2013,Startup,https://angel.co/company/metamason,Los Angeles,Medical Devices,Metamason,,6700000,Nov-50,Seed,metamason.com,6.04109589,1109070.295,1,0,25,254,473
12/1/2014,Startup,https://angel.co/company/metricstory,Seattle,SaaS,Metricstory - a Techstars Company,,3450000,Nov-50,Seed,metricstory.com,5.04109589,684375,1,0,25,344,351
11/1/2013,Startup,https://angel.co/company/micmali,Palo Alto,Mobile Games,MiCMALi,,100000,10-Jan,Seed,micmali.com,6.123287671,16331.0962,0,0,5,0,0
9/1/2012,Startup,https://angel.co/company/mighty-spring,San Francisco,Career Management,Mighty Spring,,100000,10-Jan,Seed,mightyspring.com,7.290410959,13716.64788,0,0,5,213,789
10/1/2014,Startup,https://angel.co/company/mightysignal,San Francisco,B2B,MightySignal,,2700000,10-Jan,Seed,mightysignal.com,5.208219178,518411.3624,1,0,5,513,830
2/1/2013,Startup,https://angel.co/company/miiix,Saint Petersburg,B2B,Miiix,,90000,10-Jan,Seed,miiix.org,6.871232877,13098.08612,0,0,5,0,0
4/1/2016,Startup,https://angel.co/company/miiskin,Copenhagen,Mobile Health,Miiskin,,1000000,10-Jan,Seed,miiskin.com,3.706849315,269770.8795,0,0,5,393,646
10/1/2014,Startup,https://angel.co/company/mimir-3,West Lafayette,Universities,Mimir (YC S15),,126500,10-Jan,Seed,mimirhq.com,5.208219178,24288.53235,0,0,5,3,0
8/1/2015,Startup,https://angel.co/company/mimmer,Atlanta,Social Media Platforms,Mimmer,,50000,10-Jan,Seed,mimmer.com,4.375342466,11427.67689,0,0,5,254,1235
5/1/2016,Startup,https://angel.co/company/getmimo,Vienna,Mobile Games,Mimo,,650000,Nov-50,Seed,getmimo.com,3.624657534,179327.2865,0,0,25,6879,13
5/1/2011,Startup,https://angel.co/company/mindtickle,San Francisco Bay Area,Gamification,MindTickle,,14300000,51-200,Series A,mindtickle.com,8.630136986,1656984.127,1,1,125,6026,4118
10/1/2013,Startup,https://angel.co/company/mindbloom,Seattle,mHealth,Mindbloom,,1800000,Nov-50,Seed,mindbloom.com,6.208219178,289938.2171,0,0,25,1576,1598
9/1/2012,Startup,https://angel.co/company/ministore-1,New York City,Photo Sharing,Ministore,,185000,10-Jan,Seed,ministore.me,7.290410959,25375.79857,0,0,5,0,0
11/1/2014,Startup,https://angel.co/company/mirsani,Atlanta,Crowdsourcing,Mirsani,,80000,10-Jan,Seed,mirsani.com,5.123287671,15614.97326,0,0,5,157,716
11/1/2010,Startup,https://angel.co/company/mitoo,San Francisco,,Mitoo,,3000000,Nov-50,Seed,more.mitoo.co,9.126027397,328730.1111,1,0,25,2382,2558
10/1/2011,Startup,https://angel.co/company/mixrank,San Francisco,Sales Automation,MixRank,,1500000,10-Jan,Seed,mixrank.com,8.210958904,182682.6827,0,0,5,0,0
3/1/2013,Startup,https://angel.co/company/mixotv,Paris,Reviews and Recommendations,Mixotv,,350000,10-Jan,Seed,mixotv.com,6.794520548,51512.09677,0,0,5,213,97
4/1/2013,Startup,https://angel.co/company/mopals,Toronto,Loyalty Programs,MoPals,,5000000,Nov-50,Series A,MoPals.com,6.709589041,745202.1233,1,0,25,0,0
4/1/2016,Startup,https://angel.co/company/mobalytics,Los Angeles,Online Gaming,Mobalytics,,2600000,Nov-50,Seed,mobalyticshq.com,3.706849315,701404.2868,1,0,25,27700,840
7/1/2012,Startup,https://angel.co/company/mobilex-labs,Chicago,Mobile Games,MobileX Labs,,1500000,Nov-50,Seed,MobileXLabs.com,7.460273973,201065.0018,0,0,25,2989,654
9/1/2013,Startup,https://angel.co/company/mobincube,Valencia,Small and Medium Businesses,Mobincube,,1300000,Nov-50,Seed,mobincube.com,6.290410959,206663.7631,0,0,25,7598,7470
5/1/2013,Startup,https://angel.co/company/mobli,Tel Aviv-Yafo,Real Time,Mobli,,86045000,10-Jan,Series A,mobli.com,6.62739726,12983226.54,1,1,5,0,0
6/1/2012,Startup,https://angel.co/company/mobozi,San Francisco,Mobile Search,Mobozi,,25000,10-Jan,Seed,mobozi.com,7.542465753,3314.565928,0,0,5,81,159
11/1/2014,Startup,https://angel.co/company/mocept,Bengaluru,K-12 Education,Mocept,,170000,Nov-50,Seed,mocept.com,5.123287671,33181.81818,0,0,25,751,841
12/1/2012,Startup,https://angel.co/company/modera,Sacramento,Mobile Advertising,Modera,,7500000,Nov-50,Series A,modera.co,7.04109589,1065175.097,1,0,25,1452,90
4/1/2013,Startup,https://angel.co/company/moku-s-r-l,Treviso,Young Adults,Moku S.r.l.,,19000,10-Jan,Seed,moku.io,6.709589041,2831.768069,0,0,5,0,0
12/1/2013,Startup,https://angel.co/company/moltin,Newcastle upon Tyne,Developer APIs,Moltin,,2120000,Nov-50,Seed,moltin.com,6.04109589,350929.7052,1,0,25,2873,39
6/1/2014,Startup,https://angel.co/company/money-mover,Cambridge,B2B,Money Mover,,170000,10-Jan,Seed,moneymover.com,5.542465753,30672.26891,0,0,5,6276,1202
11/1/2012,Startup,https://angel.co/company/monitor-backlinks,Iasi,SEO,Monitor Backlinks,,65000,10-Jan,Seed,monitorbacklinks.com,7.123287671,9125,0,0,5,1833,762
11/1/2016,Startup,https://angel.co/company/monkeylearn,Montevideo,Developer APIs,MonkeyLearn,,3235000,Nov-50,Seed,monkeylearn.com,3.120547945,1036676.91,1,0,25,20800,74
8/1/2012,Startup,https://angel.co/company/monolith-1,London,Technology,Monolith,,300000,Nov-50,Seed,monolith.co,7.375342466,40676.07727,0,0,25,0,0
1/1/2017,Startup,https://angel.co/company/monsarrat,Cambridge,Mobile Games,Monsarrat,,300000,Nov-50,Seed,monsarrat.com,2.953424658,101576.9944,0,0,25,0,0
8/1/2013,Startup,https://angel.co/company/montlee-productions,New York City,Digital Entertainment,MontLee Productions,,35000,10-Jan,Seed,Fantasy-RealityTV.com,6.375342466,5489.90116,0,0,5,40,63
1/1/2012,Startup,https://angel.co/company/moo,London,Business Services,Moo,,10000000,201-500,Series A,moo.com,7.95890411,1256454.389,1,0,350,102200,10700
3/1/2015,Startup,https://angel.co/company/moodinnovative-sprl,Brussels,Film,MoodInnovative SPRL,,110000,10-Jan,Seed,moodmovie.com,4.794520548,22942.85714,0,0,5,123,216
11/1/2012,Startup,https://angel.co/company/moodme-by-mach-3d,Sunnyvale,Face Recognition,MoodMe,,650000,Nov-50,Seed,mood-me.com,7.123287671,91250,0,0,25,466,1880
9/1/2012,Startup,https://angel.co/company/moodyo-1,Sevilla,Mobile Commerce,Moodyo,,600000,10-Jan,Seed,moodyo.com,7.290410959,82299.88726,0,0,5,1224,471
10/1/2013,Startup,https://angel.co/company/moonfrog-labs,Bengaluru,Mobile Games,Moonfrog Labs,,16000000,51-200,Series A,,6.208219178,2577228.597,1,1,125,0,0
11/1/2012,Startup,https://angel.co/company/moovly,Vancouver,Digital,Moovly,,650000,Nov-50,Seed,moovly.com,7.123287671,91250,0,0,25,0,0
12/1/2013,Startup,https://angel.co/company/moshcam-2,Sydney,Video Streaming,Moshcam,,2000000,Nov-50,Seed,moshcam.com,6.04109589,331065.7596,0,0,25,2852,7488
4/1/2015,Startup,https://angel.co/company/motispark,Los Angeles,Mental Health,MotiSpark,,225000,10-Jan,Seed,MotiSpark.com,4.709589041,47774.86911,0,0,5,211,745
7/1/2013,Startup,https://angel.co/company/motion-pick,San Francisco,Location Based Services,Motion Pick,,33000,10-Jan,Seed,stage.motion-pick.com,6.460273973,5108.142494,0,0,5,0,0
2/1/2015,Startup,https://angel.co/company/motiv,San Francisco,Fitness,Motiv,,15668000,Nov-50,Series A,mymotiv.com,4.871232877,3216434.196,1,1,25,0,0
7/1/2013,Startup,https://angel.co/company/motrpart,Delhi,B2B,Motrpart,,8333,10-Jan,Seed,motrpart.in,6.460273973,1289.883376,0,0,5,0,0
2/1/2015,Startup,https://angel.co/company/motux,Denver,Location Based Services,MotuX,,50000,10-Jan,Seed,Website,4.871232877,10264.34196,0,0,5,0,0
10/1/2013,Startup,https://angel.co/company/moviepass,New York City,Film,MoviePass,,12245000,10-Jan,Series A,moviepass.com,6.208219178,1972385.26,1,1,5,58800,509
4/1/2013,Startup,https://angel.co/company/movigo,San Francisco,Location Based Services,Movigo,,50000,10-Jan,Seed,movigo.com,6.709589041,7452.021233,0,0,5,49,274
11/1/2012,Startup,https://angel.co/company/musicfellas,Delhi,Independent Music,Musicfellas,,20000,10-Jan,Seed,musicfellas.com,7.123287671,2807.692308,0,0,5,1659,1228
5/1/2013,Startup,https://angel.co/company/musopia,Finland,Mobile Games,Musopia,,1251000,10-Jan,Seed,musopia.net,6.62739726,188761.8851,0,0,5,346,476
3/1/2014,Startup,https://angel.co/company/musthaver,Moscow,Reviews and Recommendations,Musthaver,,100000,10-Jan,Seed,musthaver.com,5.794520548,17257.68322,0,0,5,11,16
3/1/2016,Startup,https://angel.co/company/muvme,San Francisco Bay Area,Sharing Economy,MuvMe,,25000,,Seed,muvmeinc.com,3.791780822,6593.208092,0,0,,0,0
2/1/2013,Startup,https://angel.co/company/muzeek,Sydney,B2B,Muzeek,,250000,10-Jan,Seed,muzeek.com,6.871232877,36383.57257,0,0,5,456,971
3/1/2012,Startup,https://angel.co/company/mydiem,San Francisco,Online Scheduling,MyDiem,,300000,10-Jan,Seed,mydiem.com,7.794520548,38488.57645,0,0,5,171,380
3/1/2013,Startup,https://angel.co/company/elamysluotain,Espoo,Mobile Commerce,MyKontiki / Elämysluotain,,60000,10-Jan,Seed,mykontiki.com,6.794520548,8830.645161,0,0,5,0,0
10/1/2013,Startup,https://angel.co/company/mymundus,Vienna,Social Bookmarking,MyMundus,,55000,10-Jan,Seed,mymundus.com,6.208219178,8859.223301,0,0,5,13,11
10/1/2012,Startup,https://angel.co/company/mypermissions,Tel Aviv-Yafo,Personal Data,MyPermissions,,1600000,10-Jan,Seed,mypermissions.com,7.208219178,221968.8331,0,0,5,1185,872
12/1/2013,Startup,https://angel.co/company/myrooms,Salt Lake City,Mobile Advertising,MyRooms,,1500000,10-Jan,Series A,myrooms.com,6.04109589,248299.3197,0,0,5,0,0
10/1/2011,Startup,https://angel.co/company/myteamvoice,Ukraine,Mobile Games,MyTeamVoice,,400000,Nov-50,Seed,myteamvoice.com,8.210958904,48715.38205,0,0,25,23,35
9/1/2012,Startup,https://angel.co/company/myvr,San Francisco,Vacation Rentals,MyVR,,7500000,Nov-50,Series A,MyVR.com,7.290410959,1028748.591,1,0,25,1036,293
2/1/2014,Startup,https://angel.co/company/myhomepayge,New York City,Insurance,Myhomepayge,,1750000,10-Jan,Seed,myhomepayge.com,5.871232877,298063.4624,0,0,5,217,801
1/1/2016,Startup,https://angel.co/company/mylestone,Boston,Consumer,Mylestone,,2500000,Nov-50,Seed,mylestone.com,3.956164384,631925.2078,1,0,25,905,2418
1/1/2013,Startup,https://angel.co/company/myze,Tel Aviv-Yafo,Discounts,Myze,,95000,10-Jan,Seed,myze.co,6.956164384,13656.95156,0,0,5,125,505
1/1/2014,Startup,https://angel.co/company/n3twork-1,San Francisco,Mobile Games,N3TWORK,,12000000,Nov-50,Series A,n3twork.com,5.956164384,2014719.411,1,0,25,0,0
10/1/2013,Startup,https://angel.co/company/netxtudio,Cape Verde,B2B,NETXTUDIO,,10000,10-Jan,Seed,netxtudio.com,6.208219178,1610.767873,0,0,5,11,47
7/1/2016,Startup,https://angel.co/company/nocd-1,Chicago,,NOCD,,5000000,Nov-50,Series A,treatmyocd.com,3.457534247,1446117.274,1,0,25,13500,13100
2/1/2016,Startup,https://angel.co/company/ns8,Las Vegas,Fraud Detection,NS8,,8625000,51-200,Seed,ns8.com,3.871232877,2227972.399,1,0,125,682,335
9/1/2013,Startup,https://angel.co/company/nabzem,Los Angeles,Online Video Advertising,Nabzem,,100000,10-Jan,Seed,nabzem.com,6.290410959,15897.21254,0,0,5,236,315
2/1/2015,Startup,https://angel.co/company/naked-labs,Redwood City,Fitness,Naked Labs,,14000000,Nov-50,Series A,nakedlabs.com,4.871232877,2874015.748,1,1,25,1933,168
11/1/2016,Startup,https://angel.co/company/nanonets,San Francisco,Big Data,Nanonets,,1620000,Nov-50,Seed,nanonets.com,3.120547945,519139.5961,0,0,25,456,314
4/1/2012,Startup,https://angel.co/company/narrable,Tulsa,Audio,Narrable,,165000,10-Jan,Seed,narrable.com,7.709589041,21401.91898,0,0,5,398,522
1/1/2014,Startup,https://angel.co/company/narrativedx,Austin,Hospitals,NarrativeDx,,1250000,Nov-50,Seed,narrativedx.com,5.956164384,209866.6053,0,0,25,1105,1438
12/1/2015,Startup,https://angel.co/company/narrativewave,Scottsdale,Industrial Automation,NarrativeWave,,4926910,Nov-50,Seed,narrativewave.com,4.04109589,1219201.458,1,0,25,124,703
10/1/2012,Startup,https://angel.co/company/national-produce-exchange-1,Los Angeles,Logistics,National Produce Exchange,,500000,Nov-50,Seed,NationalProduceExchange.com,7.208219178,69365.26036,0,0,25,0,0
9/1/2015,Startup,https://angel.co/company/navialifecare,Delhi,Mobile Health,Navia Life Care,,160000,Nov-50,Seed,navialifecare.com,4.290410959,37292.46488,0,0,25,0,0
7/1/2015,Startup,https://angel.co/company/near-infrared-imaging,Wrentham,Healthcare,Near Infrared Imaging,,800000,-,Seed,nearinfraredimaging.com,4.460273973,179361.1794,0,0,,0,0
6/1/2012,Startup,https://angel.co/company/nearpod,Miami,K-12 Education,Nearpod,,10700000,51-200,Series A,nearpod.com,7.542465753,1418634.217,1,0,125,70700,2629
9/1/2012,Startup,https://angel.co/company/neighborly,San Francisco,Impact Investing,Neighborly,,30500000,Nov-50,Series A,neighborly.com,7.290410959,4183577.602,1,1,25,5737,391
4/1/2014,Startup,https://angel.co/company/neoreach,San Francisco,Social Media,NeoReach,,3200000,Nov-50,Seed,neoreach.com,5.709589041,560460.6526,1,0,25,2705,2593
3/1/2012,Startup,https://angel.co/company/neonmob,San Francisco,,NeonMob,,2000000,10-Jan,Seed,neonmob.com,7.794520548,256590.5097,0,0,5,3097,2071
4/1/2012,Startup,https://angel.co/company/neptunide,Poland,Developer Tools,NeptunIDE,,160200,-,Seed,neptunide.com,7.709589041,20779.3177,0,0,,0,0
3/1/2014,Startup,https://angel.co/company/nerdwallet,San Francisco,Personal Finance,NerdWallet,,69000000,201-500,Series A,nerdwallet.com,5.794520548,11907801.42,1,1,350,64400,2076
7/1/2013,Startup,https://angel.co/company/nessos-m-brace-the-cloud,Athens,Risk Management,Nessos/{m}brace the cloud,,500000,10-Jan,Seed,m-brace.net,6.460273973,77396.09839,0,0,5,534,91
8/1/2017,Startup,https://angel.co/company/netlify,San Francisco,Web Development,Netlify,,16235000,Nov-50,Series A,netlify.com,2.37260274,6842696.305,1,1,25,52000,1045
9/1/2015,Startup,https://angel.co/company/neumob,Sunnyvale,Sass,Neumob,,10900000,Nov-50,Series A,neumob.com,4.290410959,2540549.17,1,0,25,766,0
3/1/2013,Startup,https://angel.co/company/neuro-1,Durham,Neuroscience,NeuroPlus,,1325000,10-Jan,Seed,neuropl.us,6.794520548,195010.0806,0,0,5,489,745
9/1/2015,Startup,https://angel.co/company/neurogenica,Palo Alto,Neuroscience,Neurogenica,,2500000,10-Jan,Seed,neuro-genica.com,4.290410959,582694.7637,1,0,5,0,0
2/1/2015,Startup,https://angel.co/company/neuron-gym-2,Gurgaon,Brain Health,Neuron Gym,,25000,10-Jan,Seed,neurongym.com,4.871232877,5132.170979,0,0,5,42,1
5/1/2012,Startup,https://angel.co/company/new-avenue,Emeryville,Home Renovation,New Avenue,,611000,51-200,Seed,newavenuehomes.com,7.62739726,80105.96264,0,0,125,476,19
8/1/2011,Startup,https://angel.co/company/newhound,Southern California,Mobile Advertising,NewHound,,1500000,10-Jan,Seed,NewHound.com,8.378082192,179038.5873,0,0,5,239,669
12/1/2015,Startup,https://angel.co/company/newstore,Boston,Mobile Commerce,NewStore,,80000000,51-200,Series A,newstore.com,4.04109589,19796610.17,1,1,125,1133,647
3/1/2013,Startup,https://angel.co/company/newtopia,Toronto,Corporate Wellness,Newtopia,,5000000,51-200,Seed,newtopia.com,6.794520548,735887.0968,1,0,125,988,150
4/1/2013,Startup,https://angel.co/company/newzmate-inc,Kiev,Email,Newzmate,,365000,10-Jan,Seed,traq.li,6.709589041,54399.755,0,0,5,0,0
1/1/2015,Startup,https://angel.co/company/nextdottech,San Francisco,Technology,Next Tech,,1100000,Nov-50,Seed,next.tech,4.956164384,221945.8264,0,0,25,462,996
6/1/2015,Startup,https://angel.co/company/nextdeavor,Santa Monica,Temporary Staffing,NextDeavor,,100000,10-Jan,Seed,nextdeavor.com,4.542465753,22014.47527,0,0,5,0,0
7/1/2016,Startup,https://angel.co/company/nextwin-1,Roma,Fantasy Sports,Nextwin,,333675,10-Jan,Seed,nextwin.com,3.457534247,96506.63629,0,0,5,0,0
9/1/2013,Startup,https://angel.co/company/niche-1,New York City,Social Media,Niche,,2500000,Nov-50,Seed,niche.us,6.290410959,397430.3136,1,0,25,0,0
12/1/2013,Startup,https://angel.co/company/niche-video-media,Atlanta,Video Streaming,Niche Video Media,,240000,Nov-50,Seed,nichevid.com,6.04109589,39727.89116,0,0,25,207,193
11/1/2013,Startup,https://angel.co/company/night-up,New York City,Mobile Commerce,Night Up,,500000,Nov-50,Seed,nightuplife.com,6.123287671,81655.48098,0,0,25,0,0
3/1/2015,Startup,https://angel.co/company/nightadvisor,Munich,Nightlife,Nightadvisor,,194250,10-Jan,Seed,nightadvisor.com,4.794520548,40515,0,0,5,6,14
8/1/2013,Startup,https://angel.co/company/nimalabs,San Francisco,Health and Wellness,Nima,,17200000,Nov-50,Series A,nimasensor.com,6.375342466,2697894.284,1,1,25,3047,1088
11/1/2011,Startup,https://angel.co/company/nimble,Santa Monica,Social CRM,Nimble,,3000000,Nov-50,Seed,nimble.com,8.126027397,369184.0863,1,0,25,17600,10500
6/1/2011,Startup,https://angel.co/company/nimblecommerce,Santa Clara,SaaS,NimbleCommerce,,8700000,51-200,Series A,nimblecommerce.com,8.545205479,1018114.78,1,0,125,1157,777
