joined,kind,link,location,market,name,,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following
2/1/2012,Startup,https://angel.co/company/triplemint,New York City,Home Owners,Triplemint,,18000000,51-200,Series A,triplemint.com,7.873972603,2286012.526,1,1,125,0,0
8/1/2014,Startup,https://angel.co/company/tripr,London,Android,Tripr,,176850,Nov-50,Seed,triprapp.com,5.375342466,32900.22936,0,0,25,1268,519
12/1/2012,Startup,https://angel.co/company/trizic,Larkspur,Wealth Management,Trizic,,19800000,Nov-50,Series A,trizic.com,7.04109589,2812062.257,1,1,25,0,0
4/1/2013,Startup,https://angel.co/company/wearetrouva,London,Bridging Online and Offline,Trouva,,35800000,51-200,Series A,trouva.com,6.709589041,5335647.203,1,1,125,7279,1383
1/1/2014,Startup,https://angel.co/company/truvitals,Gainesville,Veterinary,TruVitals,,870000,10-Jan,Seed,truvitals.co,5.956164384,146067.1573,0,0,5,0,0
11/1/2012,Startup,https://angel.co/company/trucker-path,Silicon Valley,Logistics,Trucker Path,,21500000,51-200,Series A,truckerpath.com,7.123287671,3018269.231,1,1,125,0,0
10/1/2013,Startup,https://angel.co/company/true,San Francisco,Location Based Services,TRUE,,14000000,51-200,Seed,trytrue.com,6.208219178,2255075.022,1,1,125,23,1
1/1/2013,Startup,https://angel.co/company/trueability,San Antonio,Training,TrueAbility®,,2750000,Nov-50,Series A,trueability.com,6.956164384,395332.8082,1,0,25,1342,680
5/1/2013,Startup,https://angel.co/company/trueaccord,San Francisco,Finance Technology,TrueAccord,,11000000,51-200,Series A,trueaccord.com,6.62739726,1659776.767,1,0,125,1230,1028
6/1/2013,Startup,https://angel.co/company/truelens,Cambridge,Loyalty Programs,TrueLens,,1200000,10-Jan,Seed,truelens.com,6.542465753,183417.0854,0,0,5,2011,1108
7/1/2013,Startup,https://angel.co/company/truevault,San Francisco,Personal Data,TrueVault,,2500000,10-Jan,Seed,truevault.com,6.460273973,386980.4919,1,0,5,10600,84
4/1/2013,Startup,https://angel.co/company/trustradius,Austin,Crowdsourcing,TrustRadius,,5000000,10-Jan,Series A,trustradius.com,6.709589041,745202.1233,1,0,5,0,0
4/1/2017,Startup,https://angel.co/company/trustedhealth,Remote,Staffing Firms,Trusted Health,,20000000,51-200,Series A,trustedhealth.com,2.706849315,7388663.968,1,1,125,4788,1081
2/1/2016,Startup,https://angel.co/company/trustlook,San Jose,Enterprise Security,Trustlook,,21500000,Nov-50,Seed,trustlook.com,3.871232877,5553786.27,1,1,25,449,99
8/1/2012,Startup,https://angel.co/company/try,-,Mobile Commerce,Try.com,,2665000,Nov-50,Seed,try.com,7.375342466,361339.153,1,0,25,0,0
12/1/2013,Startup,https://angel.co/company/tuatara-corp-creators-of-gilapad,Boston,EBooks,Tuatara Corp. - Creators of GilaPad,,3600000,10-Jan,Series A,gilapad.com,6.04109589,595918.3673,1,0,5,54,226
5/1/2013,Startup,https://angel.co/company/tulip-retail,Kitchener,Mobile Commerce,Tulip Retail,,2400000,51-200,Seed,tulip.com,6.62739726,362133.1129,1,0,125,1829,600
9/1/2011,Startup,https://angel.co/company/twenty20-1,Los Angeles,Photography,Twenty20,,8000000,51-200,Series A,twenty20.com,8.293150685,964651.4701,1,0,125,22400,3707
7/1/2013,Startup,https://angel.co/company/twoodo,London,Productivity Software,Twoodo,,339200,10-Jan,Seed,twoodo.com,6.460273973,52505.51315,0,0,5,7143,0
4/1/2014,Startup,https://angel.co/company/twoople,Toronto,Messaging,Twoople,,95000,10-Jan,Seed,twoople.com,5.709589041,16638.67562,0,0,5,887,974
3/1/2013,Startup,https://angel.co/company/tydy,New York City,Human Resource Automation,Tydy,,387000,Nov-50,Seed,tydy.co,6.794520548,56957.66129,0,0,25,519,737
8/1/2013,Startup,https://angel.co/company/tyngu-a-shift-vertical-product,New York City,Emerging,Tyngu,,500000,Nov-50,Seed,tyngu.com,6.375342466,78427.15943,0,0,25,31,69
4/1/2013,Startup,https://angel.co/company/tynker,Mountain View,K-12 Education,Tynker,,7200000,10-Jan,Series A,tynker.com,6.709589041,1073091.058,1,0,5,34500,27100
10/1/2014,Startup,https://angel.co/company/typeset,Bengaluru,Researchers,Typeset,,1000000,10-Jan,Seed,typeset.io,5.208219178,192004.2083,0,0,5,513,694
4/1/2012,Startup,https://angel.co/company/unfold,Los Angeles,Politics,UNFOLD,,320000,10-Jan,Seed,unfold.com,7.709589041,41506.75195,0,0,5,0,0
3/1/2012,Startup,https://angel.co/company/uxpin,Mountain View,Web Design,UXPin,,11830000,51-200,Series A,uxpin.com,7.794520548,1517732.865,1,0,125,38600,8757
11/1/2014,Startup,https://angel.co/company/ubidreams,La Rochelle,Sales Automation,Ubidreams,,165000,10-Jan,Seed,ubidreams.com,5.123287671,32205.88235,0,0,5,261,256
9/1/2011,Startup,https://angel.co/company/umpires-media,Toronto,Mobile Commerce,Umpires Media,,500000,10-Jan,Seed,umpiresmedia.com,8.293150685,60290.71688,0,0,5,2285,4637
2/1/2014,Startup,https://angel.co/company/unaliwear,Austin,Medical Devices,UnaliWear,,4600000,Nov-50,Seed,unaliwear.com,5.871232877,783481.1013,1,0,25,886,1537
2/1/2011,Startup,https://angel.co/company/positionly,London,,Unamo,,745000,51-200,Seed,unamo.com,8.873972603,83953.38067,0,0,125,3299,1983
5/1/2013,Startup,https://angel.co/company/understory,Boston,Big Data,Understory,,9486000,10-Jan,Series A,understoryweather.com,6.62739726,1431331.129,1,0,5,708,267
7/1/2016,Startup,https://angel.co/company/unified-practice,New York City,Alternative Medicine,Unified Practice,,650000,Nov-50,Seed,unifiedpractice.com,3.457534247,187995.2456,0,0,25,0,0
9/1/2015,Startup,https://angel.co/company/unikrn,Seattle,Gambling,Unikrn,,10000000,Nov-50,Seed,unikrm.com,4.290410959,2330779.055,1,0,25,25400,859
5/1/2015,Startup,https://angel.co/company/unitesus,Orange County,Human Resources,UnitesUs,,100000,10-Jan,Seed,unitesus.com,4.62739726,21610.42037,0,0,5,860,1815
11/1/2013,Startup,https://angel.co/company/university-beyond,New York City,College Recruiting,University Beyond,,325000,10-Jan,Seed,universitybeyond.com,6.123287671,53076.06264,0,0,5,1400,1311
10/1/2015,Startup,https://angel.co/company/university-research-review,Boca Raton,Career Planning,University Research &amp; Review,,1400000,10-Jan,Seed,urandr.org,4.208219178,332682.2917,0,0,5,0,0
3/1/2012,Startup,https://angel.co/company/university-research-review-1,Boca Raton,,University Research &amp; Review,,200000,-,Seed,urandr.org,7.794520548,25659.05097,0,0,,0,0
5/1/2013,Startup,https://angel.co/company/unlockable,New York City,Casual Games,Unlockable,,700000,10-Jan,Seed,unlockable.com,6.62739726,105622.1579,0,0,5,45,62
9/1/2012,Startup,https://angel.co/company/unwind-app-1,San Francisco,Location Based Services,Unwind App,,60000,10-Jan,Seed,getunwind.com,7.290410959,8229.988726,0,0,5,574,1710
11/1/2014,Startup,https://angel.co/company/upkeep-maintenance-management,Los Angeles,Task Management,UpKeep,,12700000,51-200,Series A,onupkeep.com,5.123287671,2478877.005,1,1,125,5131,2396
7/1/2011,Startup,https://angel.co/company/upout,San Francisco,Subscription Businesses,UpOut,,1100000,Nov-50,Seed,upout.com,8.463013699,129977.3389,0,0,25,11200,7426
7/1/2013,Startup,https://angel.co/company/updatezen,New York City,SaaS,UpdateZen,,100000,10-Jan,Seed,updatezen.com,6.460273973,15479.21968,0,0,5,183,380
6/1/2015,Startup,https://angel.co/company/uppercasehq,Toronto,Retail Technology,Uppercase,,3500000,Nov-50,Seed,uppercasehq.com,4.542465753,770506.6345,1,0,25,3550,41
8/1/2012,Startup,https://angel.co/company/upside-commerce,Seattle,Mobile Commerce,Upside Commerce,,2132000,Nov-50,Seed,upsidecommerce.com,7.375342466,289071.3224,1,0,25,173,725
7/1/2012,Startup,https://angel.co/company/urban-remedy,Richmond,Health and Wellness,Urban Remedy,,6000000,Nov-50,Series A,urbanremedy.com,7.460273973,804260.0073,1,0,25,4073,953
12/1/2013,Startup,https://angel.co/company/urbful-1,New York City,E-Commerce,Urbful,,100000,10-Jan,Seed,urbful.com,6.04109589,16553.28798,0,0,5,0,0
5/1/2014,Startup,https://angel.co/company/usabilitytools,Poznań,,UsabilityTools,,250000,Nov-50,Seed,usabilitytools.com,5.62739726,44425.5112,0,0,25,2440,1826
9/1/2013,Startup,https://angel.co/company/useful-2,Boulder,SaaS,Useful,,250000,10-Jan,Seed,usefulsystemsinc.com,6.290410959,39743.03136,0,0,5,0,0
6/1/2013,Startup,https://angel.co/company/usetrace,Helsinki,B2B,Usetrace,,154400,10-Jan,Seed,usetrace.com?utm_source=angelco,6.542465753,23599.66499,0,0,5,2601,4763
7/1/2012,Startup,https://angel.co/company/uxibit,San Francisco,Art,Uxibit,,500000,10-Jan,Seed,uxibit.com,7.460273973,67021.66728,0,0,5,0,0
12/1/2015,Startup,https://angel.co/company/veda-data-solutions,Madison,Predictive Analytics,VEDA Data Solutions,,200000,10-Jan,Seed,vedadata.com,4.04109589,49491.52542,0,0,5,239,281
8/1/2014,Startup,https://angel.co/company/veep-nutrition,Irvine,Fitness,VEEP Nutrition,,925000,,Seed,veep.com,5.375342466,172082.0591,0,0,,0,0
10/1/2013,Startup,https://angel.co/company/veh-solutions,New York City,K-12 Education,VEH Solutions,,400000,10-Jan,Seed,vehsolutions.net,6.208219178,64430.71492,0,0,5,0,0
11/1/2016,Startup,https://angel.co/company/veme,Vancouver,Mobile,VEME,,650000,Nov-50,Seed,veme.com,3.120547945,208296.7515,0,0,25,0,0
11/1/2013,Startup,https://angel.co/company/viewpop3d,Sydney,Photo Sharing,VIEWPOP® | The Pratley Co.,,150000,10-Jan,Seed,viewpop3d.com,6.123287671,24496.6443,0,0,5,130,301
11/1/2015,Startup,https://angel.co/company/vkm-technologies,Geneva,Industrial,VKM Technologies,,1500000,Nov-50,Seed,vkmtech.com,4.123287671,363787.3754,0,0,25,0,0
9/1/2016,Startup,https://angel.co/company/vrphsio,Boston,Rehabilitation,VRPhysio,,750000,10-Jan,Seed,vrphysio.com,3.287671233,228125,0,0,5,0,0
11/1/2014,Startup,https://angel.co/company/vvip,Dubai,Social Network,VVIP,,2500000,Nov-50,Seed,vvip.co,5.123287671,487967.9144,1,0,25,19100,845
11/1/2012,Startup,https://angel.co/company/value-this-now,Walnut Creek,Crowdsourcing,Value This Now,,75000,51-200,Seed,valuethisnow.com,7.123287671,10528.84615,0,0,125,2991,2821
3/1/2013,Startup,https://angel.co/company/vango,San Francisco,Mobile Commerce,Vango,,2892000,Nov-50,Seed,vng.io,6.794520548,425637.0968,1,0,25,0,0
1/1/2014,Startup,https://angel.co/company/vastari,London,Professional Networking,Vastari,,1650000,Nov-50,Seed,vastari.com,5.956164384,277023.919,0,0,25,1738,1234
8/1/2013,Startup,https://angel.co/company/vedantu,Bengaluru,Technology,Vedantu,,5150000,1001-5000,Series A,vedantu.com,6.375342466,807799.7422,1,0,3000,3058,55
8/1/2013,Startup,https://angel.co/company/vee24,Boston,Video Chat,Vee24,,5500000,-,Series A,Vee24.com,6.375342466,862698.7538,1,0,,0,0
3/1/2013,Startup,https://angel.co/company/vello-greeting,Toronto,Mobile Commerce,Vello Greeting,,300000,10-Jan,Seed,velloapp.com,6.794520548,44153.22581,0,0,5,166,692
7/1/2015,Startup,https://angel.co/company/ventureapp,Boston,Boston,VentureApp,,4035500,Nov-50,Seed,ventureapp.com,4.460273973,904765.0491,1,0,25,2697,4112
8/1/2013,Startup,https://angel.co/company/venturesity,Bengaluru,Startups,Venturesity,,25000,Nov-50,Seed,venturesity.com,6.375342466,3921.357972,0,0,25,465,57
6/1/2013,Startup,https://angel.co/company/venuebook,New York City,Events,VenueBook,,2310000,Nov-50,Seed,venuebook.com,6.542465753,353077.8894,1,0,25,1112,637
2/1/2015,Startup,https://angel.co/company/venux,Brooklyn,Data Security,Venux,,600000,10-Jan,Seed,venux.com,4.871232877,123172.1035,0,0,5,176,1232
12/1/2013,Startup,https://angel.co/company/vericant,Beijing,Universities,Vericant,,1550000,Nov-50,Series A,vericant.com,6.04109589,256575.9637,0,0,25,414,1078
9/1/2014,Startup,https://angel.co/company/vericred,New York City,Information Services,Vericred,,9725000,Nov-50,Series A,vericred.com,5.290410959,1838231.486,1,0,25,504,1714
10/1/2012,Startup,https://angel.co/company/verifeed,Washington DC,Interest Graph,Verifeed,,968000,10-Jan,Seed,verifeed.com,7.208219178,134291.1441,0,0,5,1288,1959
2/1/2015,Startup,https://angel.co/company/veristride-1,Salt Lake City,Internet of Things,Veristride,,1000000,10-Jan,Seed,veristride.com,4.871232877,205286.8391,0,0,5,248,445
12/1/2012,Startup,https://angel.co/company/verivo-software,Waltham,Application Platforms,Verivo Software,,30000000,10-Jan,Series A,verivo.com,7.04109589,4260700.389,1,1,5,1563,1455
11/1/2011,Startup,https://angel.co/company/versa,-,Content,Versa,,2000000,10-Jan,Seed,versahq.com,8.126027397,246122.7242,0,0,5,0,0
3/1/2014,Startup,https://angel.co/company/versus-1,Santiago,Private Social Networking,Versus,,5300,10-Jan,Seed,versus.pocketface.net,5.794520548,914.6572104,0,0,5,0,0
12/1/2013,Startup,https://angel.co/company/vertigo-games-1,Elgin,Digital Entertainment,Vertigo Games,,50000,10-Jan,Seed,vertigogames.tk,6.04109589,8276.643991,0,0,5,3,25
10/1/2013,Startup,https://angel.co/company/vessix,Los Angeles,B2B,Vessix,,1000000,10-Jan,Seed,vessix.com,6.208219178,161076.7873,0,0,5,197,630
4/1/2016,Startup,https://angel.co/company/vestly,New York City,Contests,Vestly,,4000000,10-Jan,Seed,vestlygame.com,3.706849315,1079083.518,1,0,5,0,0
3/1/2015,Startup,https://angel.co/company/vet-auto-quote,Scottsdale,Location Based Services,Vet Auto Quote,,50000,10-Jan,Seed,vetautoquote.com,4.794520548,10428.57143,0,0,5,0,29
9/1/2012,Startup,https://angel.co/company/vetcloud,London,Cloud Management,VetCloud,,400000,10-Jan,Seed,vetcloud.co,7.290410959,54866.59151,0,0,5,436,712
3/1/2012,Startup,https://angel.co/company/vida-systems,Mountain View,Mobile Games,Vida Systems,,650000,10-Jan,Seed,vidasystems.com,7.794520548,83391.91564,0,0,5,248,342
4/1/2013,Startup,https://angel.co/company/vidigami,Vancouver,Families,Vidigami Media,,1250000,Nov-50,Seed,about.vidigami.com,6.709589041,186300.5308,0,0,25,0,0
4/1/2015,Startup,https://angel.co/company/vidme,Los Angeles,Content Discovery,Vidme,,9200000,Nov-50,Series A,vid.me,4.709589041,1953461.315,1,0,25,19500,494
5/1/2013,Startup,https://angel.co/company/vidooly,Delhi,Big Data,Vidooly,,1020000,Nov-50,Seed,vidooly.com,6.62739726,153906.573,0,0,25,1966,968
4/1/2013,Startup,https://angel.co/company/viewmarket,Dallas,Advertising Platforms,ViewMarket,,1040000,Nov-50,Seed,culturemap.com,6.709589041,155002.0416,0,0,25,188500,677
4/1/2012,Startup,https://angel.co/company/viewsy,London,Location Based Services,Viewsy,,3461020,Nov-50,Seed,viewsy.com,7.709589041,448924.0583,1,0,25,616,2
5/1/2016,Startup,https://angel.co/company/vineti,San Francisco,Pharmaceuticals,Vineti,,47250000,51-200,Series A,vineti.com,3.624657534,13035714.29,1,1,125,637,544
7/1/2017,Startup,https://angel.co/company/vinfolio,San Francisco,Technology,Vinfolio,,9000000,51-200,Series A,vinfolio.com,2.457534247,3662207.358,1,0,125,10000,437
8/1/2012,Startup,https://angel.co/company/vinny,New York City,Cars,Vinny,,500000,10-Jan,Seed,myvinny.com,7.375342466,67793.46211,0,0,5,243,313
10/1/2013,Startup,https://angel.co/company/vint,San Francisco,Fitness,Vint,,1800000,10-Jan,Seed,joinvint.com,6.208219178,289938.2171,0,0,5,0,0
8/1/2014,Startup,https://angel.co/company/vionic,San Diego,Social Media,Vionic,,5600000,Nov-50,Seed,vionic.com,5.375342466,1041794.088,1,0,25,0,0
8/1/2012,Startup,https://angel.co/company/viralgains,Boston,Mobile Advertising,ViralGains,,15200000,Nov-50,Series A,viralgains.com,7.375342466,2060921.248,1,1,25,14500,3270
10/1/2013,Startup,https://angel.co/company/virtualsquares,Orange County,Mobile Advertising,Virtual Squares,,52000,10-Jan,Seed,vsgames.co,6.208219178,8375.992939,0,0,5,0,0
9/1/2014,Startup,https://angel.co/company/visada,San Francisco,Beauty,Visada,,1100000,10-Jan,Seed,visada.me,5.290410959,207923.3558,0,0,5,0,0
4/1/2014,Startup,https://angel.co/company/visage,Irvine,Visualization,Visage,,2150000,10-Jan,Seed,visage.co,5.709589041,376559.501,1,0,5,3988,3687
9/1/2012,Startup,https://angel.co/company/visarity,Hamburg,SaaS,Visarity,,120000,10-Jan,Seed,visarity.com,7.290410959,16459.97745,0,0,5,171,323
6/1/2014,Startup,https://angel.co/company/visitrend,Cambridge,Visualization,VisiTrend,,1250000,10-Jan,Seed,visitrend.tumblr.com,5.542465753,225531.389,0,0,5,0,0
7/1/2015,Startup,https://angel.co/company/visiblee,Mountain View,B2B,Visiblee,,800000,Nov-50,Seed,visiblee.biz,4.460273973,179361.1794,0,0,25,1811,1409
8/1/2013,Startup,https://angel.co/company/opternative,Chicago,Eyewear,Visibly,,9100000,Nov-50,Series A,govisibly.com,6.375342466,1427374.302,1,0,25,1998,452
3/1/2013,Startup,https://angel.co/company/visiotech-solutions-1,Bahawalpur,SaaS,VisioTech Solutions,,10000,10-Jan,Seed,cloud.visiotechsolutions.com,6.794520548,1471.774194,0,0,5,104,823
2/1/2013,Startup,https://angel.co/company/visionect,Ljubljana,Digital Media,Visionect,,2000000,Nov-50,Seed,visionect.com,6.871232877,291068.5805,0,0,25,1167,1085
6/1/2013,Startup,https://angel.co/company/visitdays,New York City,College Recruiting,VisitDays,,735000,Nov-50,Seed,visitdays.com,6.542465753,112342.9648,0,0,25,480,457
7/1/2013,Startup,https://angel.co/company/vitalherd,-,Sensors,Vital Herd,,1441084,10-Jan,Seed,vitalherd.com,6.460273973,223068.5581,0,0,5,0,0
9/1/2012,Startup,https://angel.co/company/viva-labs,Norway,Energy Management,Viva Labs,,435000,Nov-50,Seed,meetviva.com,7.290410959,59667.41826,0,0,25,358,219
6/1/2015,Startup,https://angel.co/company/diplopia,San Francisco,Virtual Reality,Vivid Vision,,2200000,Nov-50,Seed,seevividly.com,4.542465753,484318.456,1,0,25,1397,635
3/1/2013,Startup,https://angel.co/company/vliv-2,Santa Clara,Video,Vliv,,200000,Nov-50,Seed,vool.it,6.794520548,29435.48387,0,0,25,0,0
3/1/2015,Startup,https://angel.co/company/voatz,Boston,Politics,Voatz,,9200000,Nov-50,Series A,voatz.com,4.794520548,1918857.143,1,0,25,1579,938
4/1/2014,Startup,https://angel.co/company/vocoli,Boston,Social Innovation,Vocoli,,500000,10-Jan,Seed,vocoli.com,5.709589041,87571.97697,0,0,5,726,894
7/1/2014,Startup,https://angel.co/company/volley,San Francisco,Digital Storytelling,Volley,,1200000,Nov-50,Seed,volleythat.com,5.460273973,219769.1922,0,0,25,133,509
2/1/2014,Startup,https://angel.co/company/volley-2,Toronto,Communities,Volley,,500000,10-Jan,Seed,volley.works,5.871232877,85160.98927,0,0,5,599,629
9/1/2013,Startup,https://angel.co/company/volt-athletics,Seattle,Fitness,Volt Athletics,,2691474,Nov-50,Seed,voltathletics.com,6.290410959,427869.3423,1,0,25,22500,7042
8/1/2013,Startup,https://angel.co/company/volta-industries,San Francisco,Location Based Services,Volta Charging,,10875000,51-200,Series A,voltacharging.com,6.375342466,1705790.718,1,0,125,1783,876
6/1/2014,Startup,https://angel.co/company/volumental,Stockholm,Computer Vision,Volumental,,3000000,,Seed,volumental.com,5.542465753,541275.3337,1,0,,1424,891
1/1/2014,Startup,https://angel.co/company/voodoo,Paris,Casual Games,Voodoo,,450000,Nov-50,Seed,voodoo.io,5.956164384,75551.97792,0,0,25,3424,1687
3/1/2013,Startup,https://angel.co/company/voonik,India,Social Commerce,Voonik,,5500000,Nov-50,Series A,voonik.com,6.794520548,809475.8065,1,0,25,2765,2274
9/1/2013,Startup,https://angel.co/company/voqel,San Francisco,Digital Media,Voqel,,900000,10-Jan,Seed,voqel.com,6.290410959,143074.9129,0,0,5,39,126
11/1/2012,Startup,https://angel.co/company/vouchr,Toronto,Mobile Payments,Vouchr,,3000000,Nov-50,Seed,vouc.hr,7.123287671,421153.8462,1,0,25,0,0
7/1/2013,Startup,https://angel.co/company/vow-to-be-chic,Los Angeles,Weddings,Vow To Be Chic,,5000000,10-Jan,Series A,vowtobechic.com,6.460273973,773960.9839,1,0,5,0,0
9/1/2013,Startup,https://angel.co/company/voxfeed,Guadalajara,Performance,VoxFeed,,1800000,Nov-50,Series A,voxfeed.com,6.290410959,286149.8258,0,0,25,24000,3330
8/1/2010,Startup,https://angel.co/company/voximplant,Moscow,VoIP,Voximplant,,1150000,51-200,Series A,voximplant.com,9.378082192,122626.3512,0,0,125,736,56
7/1/2013,Startup,https://angel.co/company/waku-waku,Tokyo,Mobile Advertising,WAKU WAKU 株式会社,,170000,10-Jan,Seed,waku-waku.ne.jp,6.460273973,26314.67345,0,0,5,65,379
4/1/2014,Startup,https://angel.co/company/way-com,Fremont,,WAY,,5400000,Nov-50,Seed,way.com,5.709589041,945777.3512,1,0,25,3,35
